,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,start,end,event,two_year_recid
197,Female,32,25 - 45,African-American,0,1,0,0,5,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,852,0,No
198,Male,23,Less than 25,Hispanic,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,45,463,0,No
199,Male,27,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,1089,0,No
200,Female,42,25 - 45,Caucasian,0,2,0,0,0,3.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,57,0,No
201,Male,24,Less than 25,Other,0,10,1,0,9,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,4,80,1,Yes
202,Male,27,25 - 45,African-American,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,17,808,0,No
203,Female,51,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,741,0,No
204,Male,56,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,842,0,No
205,Male,29,25 - 45,African-American,0,9,0,0,7,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,6,0,1072,0,No
206,Male,53,Greater than 45,Caucasian,0,1,0,0,6,176.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,911,0,No
207,Male,27,25 - 45,Caucasian,0,5,0,0,8,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,67,370,0,No
208,Male,24,Less than 25,African-American,0,9,1,0,2,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,18,69,1,Yes
209,Male,28,25 - 45,Caucasian,0,3,0,0,2,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,1,107,1,Yes
210,Male,45,Greater than 45,African-American,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1115,0,No
211,Male,21,Less than 25,Hispanic,0,5,1,0,3,22.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,6,0,501,0,No
212,Female,36,25 - 45,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,11,1061,0,No
213,Female,23,Less than 25,Hispanic,0,3,0,0,1,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,4,0,824,1,No
214,Male,28,25 - 45,Caucasian,0,5,0,0,1,4.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,135,0,No
215,Male,36,25 - 45,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,830,0,No
216,Male,24,Less than 25,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,750,0,No
217,Male,29,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,761,0,No
218,Female,30,25 - 45,Caucasian,0,6,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,4,1106,0,No
219,Male,51,Greater than 45,Hispanic,0,1,0,0,1,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,826,0,No
220,Male,33,25 - 45,Other,0,1,0,0,3,94.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,848,0,No
221,Female,25,25 - 45,African-American,0,6,0,0,2,86.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,538,0,No
222,Male,32,25 - 45,African-American,0,9,1,0,12,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,1,361,1,Yes
223,Male,23,Less than 25,African-American,0,6,0,1,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,791,0,No
224,Male,47,Greater than 45,African-American,0,3,0,0,3,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,96,0,No
225,Male,37,25 - 45,Caucasian,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,18,412,0,No
226,Male,27,25 - 45,Hispanic,0,8,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,1,790,0,No
227,Male,39,25 - 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,856,0,No
228,Female,21,Less than 25,Caucasian,0,6,0,2,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,0,1135,0,No
229,Male,69,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1156,0,No
230,Male,21,Less than 25,Caucasian,0,6,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,1,577,0,No
231,Male,22,Less than 25,Caucasian,0,4,0,0,0,3.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,844,0,No
232,Male,49,Greater than 45,African-American,0,5,0,0,3,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,4,689,0,No
233,Male,29,25 - 45,African-American,0,4,0,1,2,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,3,50,786,1,No
234,Female,60,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,900,0,No
235,Female,26,25 - 45,African-American,0,10,0,0,0,,M,0,0,Risk of Recidivism,High,Risk of Violence,10,0,53,0,No
236,Male,34,25 - 45,Hispanic,0,5,0,0,2,271.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,2,0,47,1,Yes
237,Female,20,Less than 25,Other,1,4,0,0,1,21.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,7,0,596,0,No
238,Male,36,25 - 45,Hispanic,0,3,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,95,160,0,No
239,Male,30,25 - 45,Caucasian,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,2,1063,0,No
240,Male,21,Less than 25,African-American,0,3,1,0,1,2.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,6,0,947,1,No
241,Male,57,Greater than 45,African-American,0,8,0,0,18,1834.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,0,1059,0,No
242,Male,34,25 - 45,Caucasian,0,1,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,787,0,No
243,Female,53,Greater than 45,Caucasian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,831,0,No
244,Female,24,Less than 25,African-American,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,839,0,No
245,Male,42,25 - 45,African-American,0,1,0,0,1,13.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1024,0,No
246,Male,28,25 - 45,African-American,0,3,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,1094,0,No
247,Male,24,Less than 25,Caucasian,0,4,0,0,1,37.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,763,0,No
248,Male,22,Less than 25,African-American,0,9,0,0,4,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,574,714,1,Yes
249,Male,21,Less than 25,Caucasian,0,7,0,0,3,8.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,8,0,963,0,No
250,Male,35,25 - 45,African-American,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,4,1051,0,No
251,Male,53,Greater than 45,African-American,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,968,0,No
252,Male,60,Greater than 45,African-American,0,1,0,0,1,1183.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,780,0,No
253,Male,29,25 - 45,African-American,0,4,0,0,7,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,3,0,773,0,No
254,Male,48,Greater than 45,Caucasian,1,8,0,0,23,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,5,640,687,1,Yes
255,Female,52,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1103,0,No
256,Male,28,25 - 45,African-American,0,9,0,0,5,0.0,F,1,0,Risk of Recidivism,High,Risk of Violence,6,51,951,1,No
257,Male,33,25 - 45,Caucasian,0,3,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,831,0,No
258,Female,28,25 - 45,Hispanic,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,1092,0,No
259,Male,29,25 - 45,African-American,1,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,1092,0,No
260,Male,26,25 - 45,African-American,0,7,0,2,6,35.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,272,0,No
261,Male,25,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1101,0,No
262,Male,68,Greater than 45,Caucasian,0,1,0,0,2,150.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,906,0,No
263,Male,56,Greater than 45,African-American,0,3,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,11,158,0,No
264,Male,27,25 - 45,African-American,0,8,0,0,9,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,51,55,0,Yes
265,Male,32,25 - 45,African-American,0,2,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,494,0,No
266,Male,60,Greater than 45,Other,0,1,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,408,0,No
267,Male,23,Less than 25,Hispanic,0,3,0,0,1,5.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1068,0,No
268,Female,39,25 - 45,Caucasian,0,6,0,0,0,2.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,1016,0,No
269,Male,56,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,895,0,No
270,Female,22,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,0,951,0,No
271,Male,53,Greater than 45,African-American,0,6,0,0,11,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,109,1078,0,No
272,Male,21,Less than 25,Hispanic,0,3,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,886,0,No
273,Male,22,Less than 25,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,1,782,0,No
274,Female,58,Greater than 45,Caucasian,0,1,0,0,2,23.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,183,0,No
275,Male,42,25 - 45,Other,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,929,0,No
276,Male,29,25 - 45,Caucasian,0,6,0,0,0,0.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,4,5,391,1,Yes
277,Male,29,25 - 45,African-American,0,10,0,0,8,614.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,0,178,0,No
278,Male,22,Less than 25,African-American,0,7,0,0,3,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,105,420,0,No
279,Male,37,25 - 45,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1169,0,No
280,Male,27,25 - 45,Caucasian,0,1,0,0,3,22.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,956,0,No
281,Male,26,25 - 45,African-American,0,4,0,0,3,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,33,88,0,No
282,Male,33,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,844,0,No
283,Male,29,25 - 45,African-American,0,6,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1180,0,No
284,Male,36,25 - 45,Caucasian,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,899,0,No
285,Female,24,Less than 25,Caucasian,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,1071,0,No
286,Male,34,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1054,0,No
287,Male,25,25 - 45,Hispanic,0,5,0,0,2,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,87,1,Yes
288,Male,28,25 - 45,Hispanic,0,5,0,0,2,263.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,445,1,Yes
289,Male,24,Less than 25,African-American,0,2,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,1,267,1,Yes
290,Male,61,Greater than 45,Caucasian,0,1,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1165,0,No
291,Female,50,Greater than 45,African-American,0,2,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,758,0,No
292,Male,30,25 - 45,African-American,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,4,1109,0,No
293,Male,38,25 - 45,African-American,0,3,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,853,0,No
294,Male,24,Less than 25,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,840,0,No
295,Male,45,Greater than 45,African-American,0,2,0,0,16,77.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,912,0,No
296,Male,20,Less than 25,Other,0,8,0,1,0,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,21,141,1,Yes
297,Male,27,25 - 45,African-American,0,8,0,0,13,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,9,0,719,1,Yes
298,Female,51,Greater than 45,African-American,0,8,0,0,16,122.0,F,0,0,Risk of Recidivism,High,Risk of Violence,1,0,968,0,No
299,Male,28,25 - 45,Caucasian,0,4,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,3,4,157,1,Yes
300,Male,26,25 - 45,African-American,1,9,1,0,10,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,0,462,0,Yes
301,Male,28,25 - 45,African-American,0,10,0,0,5,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,933,0,No
302,Male,63,Greater than 45,Caucasian,0,1,0,0,2,3.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,195,0,No
303,Male,42,25 - 45,African-American,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1080,0,No
304,Male,23,Less than 25,African-American,1,6,2,2,6,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,166,0,No
305,Male,54,Greater than 45,African-American,0,1,0,0,2,26.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,806,0,No
306,Male,35,25 - 45,African-American,0,2,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,753,0,No
307,Male,20,Less than 25,African-American,0,10,0,0,1,0.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,2,80,0,Yes
308,Male,51,Greater than 45,Caucasian,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,35,1152,0,No
309,Male,24,Less than 25,Hispanic,0,10,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,1,1070,0,No
310,Male,37,25 - 45,Caucasian,0,2,0,0,3,14.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1037,0,No
311,Male,47,Greater than 45,Caucasian,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,765,0,No
312,Male,56,Greater than 45,Caucasian,0,1,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,941,0,No
313,Male,35,25 - 45,Asian,0,6,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,100,1051,0,No
314,Male,58,Greater than 45,Hispanic,0,1,0,0,1,11.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1149,0,No
315,Male,29,25 - 45,Hispanic,0,4,0,0,2,26.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1150,0,No
316,Female,24,Less than 25,Caucasian,0,9,0,1,6,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,4,3,654,1,Yes
317,Male,21,Less than 25,Caucasian,0,9,0,4,2,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,9,8,37,1,Yes
318,Male,26,25 - 45,African-American,0,9,0,0,2,16.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,0,1087,0,No
319,Male,26,25 - 45,African-American,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1143,0,No
320,Female,30,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,938,0,No
321,Male,29,25 - 45,Caucasian,0,4,0,0,0,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,1,66,1,Yes
322,Male,54,Greater than 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1138,0,No
323,Male,29,25 - 45,African-American,0,4,0,0,4,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,4,7,50,1,Yes
324,Female,59,Greater than 45,Caucasian,0,1,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,903,0,No
325,Male,38,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,1,1101,0,No
326,Male,29,25 - 45,African-American,0,7,0,0,4,53.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,133,1,Yes
327,Male,52,Greater than 45,Hispanic,0,3,0,0,20,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,27,104,0,No
328,Male,27,25 - 45,Caucasian,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1119,0,No
329,Male,51,Greater than 45,Caucasian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,508,0,No
330,Male,35,25 - 45,Caucasian,0,2,0,0,1,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,74,911,0,No
331,Male,26,25 - 45,African-American,0,7,0,0,1,1510.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,963,0,No
332,Male,52,Greater than 45,Caucasian,0,3,0,0,4,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,788,0,No
333,Female,35,25 - 45,African-American,0,2,0,0,12,55.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,61,0,No
334,Male,48,Greater than 45,Other,0,5,0,0,12,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,1,1112,0,No
335,Female,26,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,887,0,No
336,Female,48,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,808,0,No
337,Male,30,25 - 45,Hispanic,0,4,0,0,7,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,37,948,0,No
338,Male,28,25 - 45,Other,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,880,0,No
339,Male,33,25 - 45,African-American,0,3,0,0,2,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,76,0,No
340,Female,34,25 - 45,African-American,0,4,0,0,6,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,51,803,0,No
341,Male,25,25 - 45,Other,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,833,0,No
342,Male,24,Less than 25,Caucasian,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,638,0,No
343,Male,55,Greater than 45,African-American,0,8,0,0,0,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,4,0,61,1,Yes
344,Male,52,Greater than 45,African-American,0,5,0,0,4,0.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,1,801,0,No
345,Male,24,Less than 25,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,14,1185,0,No
346,Male,23,Less than 25,Caucasian,0,9,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,0,1103,0,No
347,Male,27,25 - 45,Caucasian,0,4,1,3,6,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,3,0,811,1,No
348,Male,31,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,958,0,No
349,Male,32,25 - 45,Caucasian,0,1,0,0,1,7.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,565,1,Yes
350,Male,37,25 - 45,Other,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,4,1135,0,No
351,Male,25,25 - 45,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,66,0,No
352,Male,32,25 - 45,Hispanic,1,10,1,0,20,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,1,1186,0,No
353,Male,35,25 - 45,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,1072,0,No
354,Male,24,Less than 25,Caucasian,0,10,0,1,9,23.0,M,1,1,Risk of Recidivism,High,Risk of Violence,8,0,37,1,Yes
355,Male,47,Greater than 45,Caucasian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1108,0,No
356,Male,44,25 - 45,African-American,0,3,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1158,0,No
357,Male,27,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,1080,0,No
358,Male,23,Less than 25,Caucasian,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,840,0,No
359,Female,50,Greater than 45,Hispanic,0,1,0,0,1,1320.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1143,0,No
360,Male,42,25 - 45,African-American,0,5,0,0,8,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,911,0,No
361,Male,58,Greater than 45,African-American,0,6,0,0,6,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,143,511,0,No
362,Male,26,25 - 45,African-American,0,6,0,1,3,1.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,4,1,895,1,No
363,Female,48,Greater than 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,16,1152,0,No
364,Male,21,Less than 25,African-American,0,5,2,0,3,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,436,1,Yes
365,Male,63,Greater than 45,Caucasian,0,1,0,0,1,9.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,791,0,No
366,Male,22,Less than 25,African-American,0,7,1,0,3,11.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,7,0,532,1,Yes
367,Male,50,Greater than 45,African-American,0,3,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1153,0,No
368,Male,38,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,9,1040,0,No
369,Male,41,25 - 45,Caucasian,0,6,0,0,1,7.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,36,0,No
370,Male,28,25 - 45,African-American,8,8,0,1,16,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,436,1,Yes
371,Female,30,25 - 45,African-American,0,3,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,877,0,No
372,Male,23,Less than 25,African-American,0,5,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,302,0,No
373,Male,40,25 - 45,Caucasian,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,752,0,No
374,Male,24,Less than 25,Hispanic,0,8,0,0,8,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,4,0,1072,0,No
375,Male,44,25 - 45,Caucasian,0,3,0,0,11,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,6,180,937,0,No
376,Female,35,25 - 45,African-American,0,2,0,0,6,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,576,1,Yes
377,Male,42,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1150,0,No
378,Male,38,25 - 45,African-American,0,7,0,0,15,1.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,5,0,770,1,No
379,Male,26,25 - 45,Hispanic,0,6,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1122,0,No
380,Female,25,25 - 45,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1039,0,No
381,Male,24,Less than 25,Caucasian,0,4,0,0,1,280.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,1050,0,No
382,Male,64,Greater than 45,Hispanic,0,1,0,0,1,9.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,962,0,No
383,Female,46,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,954,0,No
384,Male,30,25 - 45,African-American,0,6,0,1,5,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,172,1,Yes
385,Female,22,Less than 25,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,800,0,No
386,Male,23,Less than 25,Caucasian,0,4,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,6,9,1049,0,No
387,Male,31,25 - 45,Hispanic,0,1,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1131,0,No
388,Male,31,25 - 45,Other,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,608,0,No
389,Male,28,25 - 45,African-American,0,8,0,0,4,366.0,F,1,0,Risk of Recidivism,High,Risk of Violence,7,0,747,1,No
390,Male,25,25 - 45,African-American,0,3,0,0,0,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,4,0,892,1,No
391,Female,21,Less than 25,Caucasian,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,879,0,No
392,Male,27,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1174,0,No
393,Male,32,25 - 45,Hispanic,0,1,0,0,1,27.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,983,0,No
394,Female,24,Less than 25,Caucasian,0,5,0,1,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,922,0,No
